146778,6480764
123468,6480764
24878,6480764
39080,6480764
238541,6480764
201697,6480764
158297,6480764
177249,6480764
7930,6480764
209174,6480764
144811,6480764
142256,6480764
157385,6480764
189334,6485200
201141,6485200
170229,6485200
276328,6485200
207341,6485200
200226,6485200
100594,6485200
225087,6485200
168064,6485200
263325,6485200
190485,6485200
225087,6485936
59172,6485936
9108,6485936
189334,6485936
107634,6485936
250962,6485936
48868,6485936
194600,6485936
202785,6485936
147528,6485936
229846,6512062
120332,6512062
115904,6512062
176902,6512062
28787,6512062
205843,6512062
261037,6512062
91203,6512062
74782,6512062
266866,6512062
140013,6512062
11676,6512062
157916,6512062
59304,6514480
31315,6514480
26621,6514480
26883,6514480
127233,6514480
73394,6514480
75860,6514480
100227,6514480
265115,6514480
14387,6514480
246617,6543545
275970,6543545
154345,6543545
107301,6543545
277186,6543545
252832,6543545
11676,6543545
53686,6543545
250935,6543545
263344,6543545
268030,6543545
258109,6546684
183958,6546684
202173,6546684
201415,6546684
276018,6546684
93334,6546684
30511,6546684
155287,6546684
277701,6546684
199951,6546684
11676,6546684
223523,6546684
78774,6546684
262998,6546684
263889,6546684
107021,6546684
47581,6547834
174685,6547834
110029,6547834
126019,6547834
125798,6547834
232688,6547834
149908,6547834
182589,6547834
131402,6547834
92853,6547834
72573,6547834
48644,6547834
86202,6547834
171986,6547834
171846,6547834
82511,6547834
81855,6547834
261931,6547834
275659,6547834
52437,6547834
189666,6547834
217252,6547834
225232,6547834
248547,6547834
262998,6547834
264429,6547834
264317,6547834
208410,6547834
222815,6547834
11676,6547834
269070,6547834
190221,6547834
191521,6547834
211695,6547834
130211,6547834
96324,6547834
96493,6547834
70628,6547834
8973,6547834
119748,6550576
157247,6550576
234683,6550576
207721,6550576
125798,6550576
227021,6550576
118434,6550576
137711,6550576
155581,6550576
70052,6550576
34713,6550576
171968,6550576
76355,6550576
100088,6550576
152260,6550576
225232,6550576
167478,6550576
209516,6550576
220278,6550576
11149,6550576
14387,6550576
113904,6550576
114143,6550576
236655,6550576
40647,6550649
32041,6550649
118004,6550649
49352,6550649
122226,6550649
81855,6550649
22747,6550649
69147,6550649
11676,6550649
62303,6550649
216508,6550649
47581,6550789
243930,6550789
246156,6550789
260203,6550789
42838,6550789
179826,6550789
238231,6550789
134516,6550789
149908,6550789
30770,6550789
94347,6550789
170068,6550789
119879,6550789
202564,6550789
274004,6550789
92853,6550789
11676,6550789
246528,6550789
246678,6550789
58902,6550789
76626,6550789
266226,6550789
114279,6550789
140013,6550789
5770,6550789
1485,6550789
187520,6550789
106893,6550789
183753,6550789
208410,6550789
23902,6550924
124322,6550924
62895,6550924
108083,6550924
91449,6550924
107301,6550924
101606,6550924
268932,6550924
15230,6550924
54838,6550924
86123,6550924
131402,6551971
163586,6551971
44925,6551971
131855,6551971
202564,6551971
233724,6551971
100630,6551971
224646,6551971
114279,6551971
231613,6551971
62895,6716652
40647,6716652
119594,6716652
64010,6716652
153231,6716652
134837,6716652
209464,6716652
167471,6716652
225986,6716652
138844,6716652
25583,60000961
33178,60000961
171968,60000961
35859,60000961
159033,60000961
195694,60000961
98255,60000961
96357,60000961
222050,60000961
226553,60000961
252217,60000961
21356,60000961
101209,60001445
49900,60001445
93426,60001445
242824,60001445
51450,60001445
79754,60001445
139141,60001445
37208,60001445
77940,60001445
153662,60001445
31050,60001445
226545,60001445
2132,60001445
126893,60001445
248718,60001445
76352,60001445
56797,60001445
6866,60001445
252695,60001445
98391,60001445
247447,60001445
38781,60001453
228764,60001453
238557,60001453
134842,60001453
133868,60001453
182085,60001453
52159,60001453
180348,60001453
63595,60001453
45409,60001453
242006,60001453
176667,60001453
77940,60001453
118627,60001453
32195,60001453
175003,60001453
37208,60001453
2132,60001453
226545,60001453
249361,60001453
147965,60001453
76352,60001453
265889,60001453
176214,60001453
138441,60001453
105968,60001453
129358,60001453
98391,60001453
72352,60001453
69697,60001453
246156,60001453
261998,60001453
107784,60001453
28666,60001453
177690,60001453
269321,60001453
156467,60001801
159376,60001801
85701,60001801
40698,60001801
32195,60001801
190925,60001801
175003,60001801
79186,60001801
98391,60001801
265692,60001801
76352,60001801
61028,60001801
165232,60001801
249723,60001801
73394,60001801
242006,60002050
182086,60002050
182085,60002050
181309,60002050
131853,60002050
131046,60002050
115841,60002050
78783,60002050
244685,60002050
121606,60002050
134797,60002050
37208,60002050
82497,60002050
114368,60002050
192492,60002050
228764,60002050
145619,60002050
6866,60002050
226545,60002050
269273,60002050
277427,60002050
2132,60002050
98391,60002050
69697,60002050
176214,60002050
178229,60002050
160378,60002050
265889,60002050
258185,60002069
131046,60002069
52614,60002069
52159,60002069
62667,60002069
118627,60002069
240470,60002069
242006,60002069
139141,60002069
138117,60002069
36299,60002069
35857,60002069
28591,60002069
77940,60002069
249058,60002069
228764,60002069
226489,60002069
153662,60002069
264637,60002069
144531,60002069
76352,60002069
267538,60002069
129358,60002069
98391,60002069
261998,60002069
195694,60002069
176667,60002069
115002,60002069
77940,60002077
28591,60002077
176667,60002077
158606,60002077
228764,60002077
258185,60002077
242006,60002077
20879,60002077
121178,60002077
129358,60002077
139141,60002077
261998,60002077
249361,60002077
98391,60002077
231132,60002077
114757,60002077
112761,60002077
8936,60002077
198711,60002077
76352,60002077
255546,60002077
204864,60002492
117092,60002492
116428,60002492
50141,60002492
63243,60002492
35859,60002492
181176,60002492
94376,60002492
230249,60002492
135149,60002492
32195,60002492
155807,60002492
192906,60002492
174140,60002492
172708,60002492
112914,60002492
40415,60002492
236283,60002492
199515,60002492
225810,60002492
110615,60002492
266056,60002492
7887,60002492
11676,60002492
98499,60002492
1596,60002492
184299,60002492
97968,60002492
68249,60002492
69355,60002492
206635,60002492
232131,60002492
278137,60002492
153662,60005424
104657,60005424
104362,60005424
255814,60005424
256247,60005424
67198,60005424
110483,60005424
25919,60005424
152249,60005424
15819,60005424
86202,60005424
27606,60005424
223814,60005424
236595,60005424
237157,60005424
199510,60005424
165073,60005424
6251,60005424
56271,60005424
209464,60005424
11676,60005424
13775,60005424
112001,60005424
248704,60005424
244009,60005548
170721,60005548
43004,60005548
233299,60005548
228764,60005548
50436,60005548
244484,60005548
124487,60005548
119027,60005548
32195,60005548
157655,60005548
40415,60005548
61619,60005548
107632,60005548
224340,60005548
125519,60005548
198711,60005548
11676,60005548
15957,60005548
113602,60005548
140340,60005548
101369,60005548
225810,60005548
152249,60007192
127233,60007192
33697,60007192
240403,60007192
240700,60007192
276463,60007192
88435,60007192
228021,60007192
230787,60007192
238120,60007192
254859,60007192
171118,60007192
184393,60007192
76626,60007192
167944,60007192
165758,60007192
126604,60007192
19477,60007575
274425,60007575
275970,60007575
257548,60007575
63938,60007575
227447,60007575
156269,60007575
91634,60007575
139560,60007575
113270,60007575
31278,60007575
223787,60007575
225996,60007575
156150,60007575
242379,60007788
162001,60007788
181691,60007788
181176,60007788
94529,60007788
31343,60007788
211568,60007788
27947,60007788
169663,60007788
145861,60007788
105124,60007788
254397,60007788
114258,60007788
11676,60007788
222737,60007788
59559,60007788
104413,60007788
66574,60007788
83666,60008024
228313,60008024
207148,60008024
217375,60008024
29526,60008024
